image,category,pred1,pred2,diff,lon,lat
Bến Tre City-662.jpeg,3,0.064077266,0.048672594,0.015404671999999994,10.254279740703268N,106.37897032313595E
Long Xuyen City-660.jpeg,3,0.049335547,0.033930905,0.015404642000000003,10.369093474261044N,105.38105371992981E
Châu Thành District-1619.jpeg,3,0.05361937,0.03821514,0.015404229999999998,10.297430873665649N,106.22657927260245E
Châu Thành District-2462.jpeg,3,0.0695999,0.08499719,0.015397289999999994,10.321685275397334N,106.33887769806806E
Hiệp Hòa District-467.jpeg,3,0.023916177,0.039308347,0.01539217,21.278307743432656N,105.95724259026198E
Binh Minh Town-421.jpeg,3,0.055844482,0.04045356,0.015390922000000001,10.034246273015606N,105.83784686982042E
Tam Điệp-1149.jpeg,3,0.030984564,0.046372723,0.015388158999999998,20.18706881186235N,105.88664917233955E
Cao Lanh City-861.jpeg,3,0.0603378,0.044950332,0.015387467999999994,10.472918074290726N,105.58106064374226E
Long Xuyen City-340.jpeg,3,0.053431973,0.03804469,0.015387283000000002,10.339449205477871N,105.44954611969584E
Hiệp Hòa District-504.jpeg,3,0.033264954,0.04864937,0.015384415999999998,21.281002676958487N,105.94567015399605E
Cao Lanh City-1076.jpeg,3,0.031974584,0.04735813,0.015383545999999998,10.48908767544519N,105.63038920696117E
Mỹ Hào District-560.jpeg,3,0.042412493,0.057795923,0.015383429999999997,20.939275877424816N,106.07621902513017E
Tam Điệp-188.jpeg,3,0.03830722,0.053690344,0.015383123999999998,20.1277802742943N,105.87803669181591E
Cao Lanh City-532.jpeg,3,0.05232293,0.036944102,0.015378827999999997,10.443273805507546N,105.6632749157738E
Yên Mỹ District-1123.jpeg,3,0.032397293,0.047773086,0.015375792999999999,20.94212288030034N,106.03349174718917E
Mỹ Tho-100.jpeg,3,0.067296885,0.05192274,0.015374144999999999,10.336795270802302N,106.31357144267747E
Hiệp Hòa District-833.jpeg,3,0.04841802,0.033044886,0.015373133999999997,21.302562145165147N,105.97170813559445E
Duy Tiên District-73.jpeg,3,0.05119054,0.03581871,0.015371830000000003,20.572884840334424N,105.97920979293177E
Cai Lậy Town-1363.jpeg,3,0.050920837,0.06628873,0.015367893000000007,10.462571644212304N,106.17038356261381E
Long Xuyen City-1276.jpeg,3,0.057263825,0.041899808,0.015364017,10.425687078301653N,105.40571098384557E
Vĩnh Long-218.jpeg,3,0.038617074,0.053979043,0.015361968999999996,10.24630247135137N,105.92541861191818E
Châu Thành District-601.jpeg,3,0.08399043,0.068630084,0.01536034600000001,10.270481538408221N,106.3114878381984E
Mỹ Tho-251.jpeg,3,0.055561814,0.04020725,0.015354564000000001,10.347575004905272N,106.3601448979951E
Vĩnh Long-374.jpeg,3,0.0612513,0.045900304,0.015350995999999999,10.257082205454338N,105.90077064007454E
Yên Mỹ District-191.jpeg,3,0.04574102,0.030390542,0.015350478,20.866664741577143N,105.99599139153777E
Long Xuyen City-1176.jpeg,3,0.054632097,0.039282452,0.015349644999999995,10.414907344198678N,105.39201250389237E
Châu Thành District-912.jpeg,3,0.09554707,0.08019996,0.015347109999999997,10.27856633898545N,106.34161668405501E
Tam Điệp-358.jpeg,3,0.0602851,0.044939525,0.015345575,20.13856000839758N,105.94119488232268E
Long Hồ District-985.jpeg,3,0.04959648,0.03425397,0.015342509999999997,10.194414307161201N,105.93727131866235E
Châu Thành District-120.jpeg,3,0.06604107,0.05070042,0.01534064999999999,10.254311937253766N,106.19918941273278E
Duy Tiên District-256.jpeg,3,0.038229883,0.0535705,0.015340617,20.60522404264433N,105.97633018332745E
Sa Đéc City-102.jpeg,3,0.026737971,0.042075597,0.015337626,10.278845870785746N,105.74360167274783E
Hung Yen City-561.jpeg,3,0.038867693,0.023546502,0.015321191000000001,20.669121477339324N,106.04320252430756E
Tây Ninh City-365.jpeg,3,0.0582454,0.042925276,0.015320124000000004,11.334000372812936N,106.1416208892667E
Long Xuyen City-824.jpeg,3,0.05052103,0.035201225,0.015319804999999999,10.382568141889761N,105.3673552399766E
Long Hồ District-1282.jpeg,3,0.06494423,0.049627673,0.015316557000000008,10.215973775367138N,105.99204112981529E
Mỹ Hào District-355.jpeg,3,0.039949547,0.024633486,0.015316061000000002,20.92310627626985N,106.11084175426323E
Go Cong Town-1062.jpeg,3,0.046548653,0.031233951,0.015314702000000003,10.441203277156252N,106.6457121498978E
Long Hồ District-1468.jpeg,3,0.046739817,0.031426676,0.015313141000000002,10.232143376521595N,105.94548679033528E
Yên Mỹ District-842.jpeg,3,0.0631543,0.047841866,0.015312434,20.909783677990394N,106.02195317621951E
Mỹ Tho-989.jpeg,3,0.058462057,0.043153346,0.015308710999999996,10.401473675420137N,106.32179028773353E
Sa Đéc City-266.jpeg,3,0.052143432,0.03683809,0.015305342000000006,10.300405338991688N,105.74086240566176E
Cao Lanh City-362.jpeg,3,0.05333489,0.038029615,0.015305275,10.432494071404573N,105.65505348857066E
Mỹ Hào District-249.jpeg,3,0.056908634,0.041607004,0.015301629999999997,20.915021475692363N,106.07044857027468E
Hiệp Hòa District-567.jpeg,3,0.061420258,0.046120234,0.015300023999999995,21.283697610484317N,106.00931855345885E
Yên Mỹ District-649.jpeg,3,0.038923204,0.054218177,0.015294972999999996,20.89630901036125N,106.03060710444676E
Binh Minh Town-344.jpeg,3,0.047269806,0.031976063,0.015293742999999999,10.026161472438384N,105.87890038900149E
Thanh Liêm District-47.jpeg,3,0.030491784,0.045784954,0.015293170000000002,20.377682140272917N,105.90456870432516E
Châu Thành District-345.jpeg,3,0.05140927,0.036117043,0.015292226999999999,10.262396737830992N,106.3114878381984E
Bac Giang City-581.jpeg,3,0.028094742,0.043384355,0.015289613,21.28878454458584N,106.17937844672568E
Cai Lậy Town-1479.jpeg,3,0.04517269,0.02988567,0.015287020000000002,10.47335137831528N,106.10735964705452E
Sa Đéc City-86.jpeg,3,0.045178726,0.060464263,0.015285536999999995,10.276150937260002N,105.76551580943627E
Hiệp Hòa District-963.jpeg,3,0.035743676,0.020464422,0.015279254000000003,21.31064694574265N,105.94567015399605E
Long Hồ District-1030.jpeg,3,0.05576141,0.040482547,0.015278862999999997,10.197109240686942N,105.95096377145056E
Trà Vinh City-276.jpeg,3,0.062057205,0.04678241,0.015274794999999994,9.931099305936252N,106.33450174726396E
Long Hồ District-1079.jpeg,3,0.054794297,0.039520476,0.015273821,10.199804174212684N,105.98656414869998E
Thái Bình-108.jpeg,3,0.086557984,0.0712869,0.015271084000000004,20.425773174387952N,106.36946506406538E
Duy Tiên District-16.jpeg,3,0.056802128,0.041531194,0.015270934,20.562105106231133N,106.00512627937066E
Yên Mỹ District-552.jpeg,3,0.03175994,0.01648945,0.015270490000000001,20.8909191433096N,105.99310674879534E
Long Hồ District-1163.jpeg,3,0.058389243,0.043122623,0.015266620000000002,10.207888974789913N,105.9345328281047E
Long Xuyen City-659.jpeg,3,0.05606103,0.0407946,0.015266429999999998,10.369093474261044N,105.37831402393917E
Long Hồ District-217.jpeg,3,0.047404036,0.03214194,0.015262095999999996,10.156685237800811N,105.87976301695177E
Binh Minh Town-725.jpeg,3,0.04336872,0.028107101,0.015261619,10.058500674747282N,105.85974208005031E
Duy Tiên District-535.jpeg,3,0.03897982,0.05424127,0.015261450000000003,20.62678351085093N,105.99072823134907E
Mỹ Hào District-543.jpeg,3,0.04032244,0.025061142,0.015261298,20.936580943898992N,106.14834971082404E
Trà Vinh City-136.jpeg,3,0.05533428,0.040078018,0.015256262,9.909539837730328N,106.34544614638844E
Long Xuyen City-517.jpeg,3,0.072267406,0.05701175,0.015255656000000006,10.355618806632327N,105.43310794375199E
Cao Lanh City-621.jpeg,3,0.106557414,0.12180951,0.015252095999999993,10.451358606084778N,105.60298444961734E
Bac Giang City-102.jpeg,3,0.055369016,0.04011846,0.015250555999999998,21.245665608172512N,106.1996218487316E
Long Xuyen City-1028.jpeg,3,0.052248795,0.03699864,0.015250155000000001,10.398737743044219N,105.42488885578005E
Hiệp Hòa District-2419.jpeg,3,0.040714663,0.025470281,0.015244381999999997,21.41305441972434N,105.97460124466096E
Bac Giang City-274.jpeg,3,0.027386263,0.04263056,0.015244296999999997,21.26453014285334N,106.17937844672568E
Châu Thành District-639.jpeg,3,0.063520476,0.078764156,0.015243679999999996,10.273176471933965N,106.1581046229283E
Cao Lanh City-1170.jpeg,3,0.056824353,0.041580737,0.015243616000000001,10.49717247602242N,105.60572492535172E
Vĩnh Long-376.jpeg,3,0.05445112,0.03921451,0.015236609999999998,10.257082205454338N,105.9062479671509E
Tam Điệp-871.jpeg,3,0.039906375,0.055142786,0.015236410999999998,20.170899210707425N,105.80626602078546E
Long Hồ District-670.jpeg,3,0.052574757,0.03733847,0.015236287000000001,10.178244706006748N,105.91262490364353E
Long Hồ District-257.jpeg,3,0.04736424,0.03212903,0.015235209999999999,10.156685237800811N,106.00573358260351E
Trà Vinh City-220.jpeg,3,0.059815526,0.044583715,0.015231810999999998,9.92031957183329N,106.35365444573178E
Cao Lanh City-277.jpeg,3,0.059109718,0.04388024,0.015229477999999998,10.427104204353089N,105.65779396430501E
Hoa Lư District-232.jpeg,3,0.051762074,0.036533426,0.015228647999999997,20.208771508419616N,105.93060039678204E
Bac Giang City-299.jpeg,3,0.041213393,0.025985012,0.015228381000000003,21.267225076379173N,106.17359461758114E
Phu Ly City-821.jpeg,3,0.059969235,0.044740867,0.015228368000000006,20.56397414493101N,105.95598137312223E
Thanh Liêm District-1062.jpeg,3,0.062492147,0.077720344,0.015228196999999999,20.458530146047615N,105.96784320676586E
Go Cong Town-310.jpeg,3,0.056676142,0.041449845,0.015226297,10.373829939012667N,106.70325275646907E
Bến Tre City-757.jpeg,3,0.06485015,0.049627863,0.015222286999999994,10.262364541280496N,106.36527767355018E
Thanh Liêm District-267.jpeg,3,0.018751739,0.03397345,0.015221711000000002,20.410021342582795N,105.87580756685209E
Hiệp Hòa District-2388.jpeg,3,0.019122873,0.034341767,0.015218894000000004,21.40766455267267N,105.97749435372745E
Bac Giang City-92.jpeg,3,0.05282187,0.037604503,0.015217367000000002,21.242970674646678N,106.2227571653098E
Go Cong Town-1006.jpeg,3,0.050045583,0.034828417,0.015217165999999997,10.435813410104764N,106.68407255427864E
Cao Lanh City-742.jpeg,3,0.058148086,0.04293373,0.015214355999999998,10.462138340187751N,105.57832016800788E
Tam Điệp-675.jpeg,3,0.013283189,0.0284951,0.015211910999999998,20.160119476604144N,105.8809075186571E
Long Hồ District-1762.jpeg,3,0.061092407,0.045883138,0.015209269000000004,10.26987244588199N,105.96739471479646E
Hiệp Hòa District-2101.jpeg,3,0.019600846,0.034808483,0.015207637,21.378020283888493N,106.00063922625938E
Hung Yen City-638.jpeg,3,0.03480582,0.05001224,0.015206419999999998,20.677206277916802N,106.0864047735382E
Go Cong Town-327.jpeg,3,0.07753972,0.062334497,0.015205223000000004,10.376524872538413N,106.67859249650996E
Sa Đéc City-12.jpeg,3,0.060662486,0.045458812,0.015203674,10.265371203157034N,105.7381231385757E
Châu Thành District-1275.jpeg,3,0.16084108,0.17604308,0.015201999999999993,10.286651139562677N,106.42926423563793E
Châu Thành District-2040.jpeg,3,0.06780727,0.052607566,0.015199704000000001,10.308210607768618N,106.30600986622444E
Duy Tiên District-119.jpeg,3,0.052379936,0.037181962,0.015197974000000003,20.58366457443773N,105.96481174491018E
Tây Ninh City-1090.jpeg,3,0.06832783,0.053130787,0.015197043000000007,11.385204109802155N,106.16910927721442E
Long Hồ District-1887.jpeg,3,0.083947904,0.06875231,0.015195594000000007,10.277957246459216N,106.0112105637188E
Mỹ Tho-767.jpeg,3,0.06935701,0.054161843,0.015195166999999996,10.38260914073993N,106.37384297308851E
Tam Điệp-584.jpeg,3,0.036551975,0.051744416,0.015192441000000001,20.1547296095525N,105.89813247970443E
Bac Giang City-192.jpeg,3,0.046955965,0.03176371,0.015192255000000002,21.25644534227584N,106.17070270300889E
Thái Bình-328.jpeg,3,0.029926445,0.045118578,0.015192133,20.44463770906872N,106.38097009372268E
Châu Thành District-1765.jpeg,3,0.06247057,0.047283813,0.015186757000000002,10.300125807191392N,106.34983364201592E
Cai Lậy Town-656.jpeg,3,0.05971945,0.04453415,0.015185299999999999,10.411367907223182N,106.10187930657109E
Yên Mỹ District-951.jpeg,3,0.05974041,0.044557717,0.015182693000000004,20.917868478567886N,106.039261032674E
Thanh Liêm District-1614.jpeg,3,0.052262973,0.037080303,0.015182669999999995,20.490869348357503N,105.95058652428204E
Ninh Bình-166.jpeg,3,0.047579013,0.062760286,0.015181272999999995,20.23074774137657N,106.00317677747847E
Hiệp Hòa District-1573.jpeg,3,0.058120787,0.04293972,0.015181067,21.34298614805265N,106.01510477159182E
Châu Thành District-198.jpeg,3,0.05549412,0.04031314,0.015180980000000004,10.25700687077951N,106.30053189425054E
Go Cong Town-794.jpeg,3,0.059063513,0.043883312,0.015180200999999997,10.422338742476047N,106.65667226543519E
Hiệp Hòa District-2476.jpeg,3,0.03141931,0.016239116,0.015180193999999998,21.43730882145685N,105.9659219174615E
Bến Tre City-666.jpeg,3,0.043642674,0.028466284,0.015176389999999998,10.254279740703268N,106.38992444280454E
Hiệp Hòa District-202.jpeg,3,0.045788202,0.030612756,0.015175445999999999,21.256748275225995N,105.96013569932849E
Duy Tiên District-898.jpeg,3,0.04680167,0.03162645,0.015175219999999996,20.648342979057535N,105.91585838163671E
Tây Ninh City-717.jpeg,3,0.036699623,0.051870048,0.015170425000000001,11.360949708070418N,106.16361159962487E
Binh Minh Town-227.jpeg,3,0.06062306,0.0454527,0.01517036,10.015381738335417N,105.88163729028024E
Long Hồ District-2125.jpeg,3,0.054993615,0.039823912,0.015169703,10.296821781139416N,105.95096377145056E
Mỹ Hào District-942.jpeg,3,0.053123154,0.03796507,0.015158084000000002,20.96622521268311N,106.09353038969671E
Hung Yen City-269.jpeg,3,0.046860546,0.03170967,0.015150876,20.634087341503598N,106.0835246235895E
Tây Ninh City-1486.jpeg,3,0.052237634,0.03708972,0.015147913999999998,11.414848378585386N,106.10588598493464E
Tây Ninh City-677.jpeg,3,0.04330764,0.058454555,0.015146914999999997,11.35825477454467N,106.16361159962487E
Yên Mỹ District-438.jpeg,3,0.023801401,0.038944174,0.015142772999999998,20.88283434273211N,106.03349174718917E
Long Hồ District-198.jpeg,3,0.07475461,0.08989715,0.015142539999999996,10.15399030427507N,105.98382565814235E
Thanh Liêm District-240.jpeg,3,0.06976026,0.05461976,0.015140500000000001,20.40732640905697N,105.88443590809402E
Bến Tre City-538.jpeg,3,0.06319342,0.04805772,0.015135700000000002,10.24619494012604N,106.36801620346733E
Cai Lậy Town-317.jpeg,3,0.05177922,0.036646936,0.015132284000000003,10.387113505491493N,106.11832032802134E
Cai Lậy Town-1269.jpeg,3,0.053984206,0.038853657,0.015130549,10.457181777160818N,106.10461947681281E
Tây Ninh City-328.jpeg,3,0.06330559,0.048177253,0.015128336999999992,11.331305439287188N,106.12512785649807E
Phu Ly City-189.jpeg,3,0.052367106,0.037239004,0.015128101999999997,20.520855208517812N,105.95885933214484E
Thái Bình-309.jpeg,3,0.059844453,0.044720046,0.015124407,20.44463770906872N,106.32632120285044E
Binh Minh Town-380.jpeg,3,0.05699077,0.07211325,0.01512248,10.031551339489868N,105.81047785703305E
Mỹ Tho-700.jpeg,3,0.043678652,0.058799595,0.015120943000000005,10.377219273688445N,106.39849950825668E
Thanh Liêm District-951.jpeg,3,0.054571163,0.039450254,0.015120909000000002,20.45314027899597N,105.9275776143036E
Hung Yen City-601.jpeg,3,0.06196177,0.04684233,0.015119439999999998,20.674511344390982N,106.03744222441014E
Long Hồ District-1481.jpeg,3,0.05324271,0.038126606,0.015116103999999998,10.232143376521595N,106.00573358260351E
Cao Lanh City-523.jpeg,3,0.077911444,0.06279574,0.015115703999999994,10.443273805507546N,105.63861063416432E
Binh Minh Town-1012.jpeg,3,0.06322031,0.048109595,0.015110715000000004,10.090839877056181N,105.83237306726295E
Hung Yen City-554.jpeg,3,0.04540732,0.030299451,0.015107869,20.6664265438135N,106.08064447364077E
Cao Lanh City-1107.jpeg,3,0.056087624,0.04098678,0.015100844000000002,10.491782608970933N,105.62216777975802E
Bến Tre City-483.jpeg,3,0.044798702,0.059896108,0.015097406,10.243500006600296N,106.33515384446149E
Binh Minh Town-737.jpeg,3,0.036930893,0.052027106,0.015096212999999997,10.061195608273023N,105.82142546214799E
Hoa Lư District-329.jpeg,3,0.029774487,0.014683371,0.015091115999999998,20.216856308997084N,105.93060039678204E
Thanh Liêm District-1660.jpeg,3,0.058247097,0.043167766,0.015079330999999994,20.493564281883323N,105.96496709301856E
Long Hồ District-175.jpeg,3,0.053709857,0.038633313,0.015076543999999997,10.15399030427507N,105.89893245085528E
Thái Bình-490.jpeg,3,0.023991454,0.03906689,0.015075436000000001,20.458112376697834N,106.38097009372268E
Long Hồ District-610.jpeg,3,0.052793823,0.03772092,0.015072902999999999,10.175549772481006N,105.90167094141293E
Thanh Liêm District-1901.jpeg,3,0.048151787,0.0330843,0.015067487000000004,20.509733883038265N,105.9850998892497E
Hung Yen City-673.jpeg,3,0.037962634,0.022900438,0.015062196000000003,20.682596144968457N,106.06624372389724E
Bến Tre City-781.jpeg,3,0.05770273,0.042640932,0.015061798000000001,10.265059474806238N,106.35432355388156E
Long Hồ District-844.jpeg,3,0.034751866,0.0498108,0.015058934000000003,10.186329506583974N,105.9345328281047E
Hiệp Hòa District-112.jpeg,3,0.045485705,0.060543817,0.015058111999999998,21.243273607596834N,105.98038746279394E
Hiệp Hòa District-1575.jpeg,3,0.022334332,0.037384946,0.015050614000000004,21.34298614805265N,106.0208909897248E
Châu Thành District-1402.jpeg,3,0.056844857,0.041797813,0.015047043999999996,10.292041006614165N,106.19645042674583E
Tam Điệp-392.jpeg,3,0.03083941,0.045884237,0.015044827,20.141254941923396N,105.92971157495782E
Tây Ninh City-751.jpeg,3,0.04002414,0.055068526,0.015044386,11.363644641596165N,106.14711856685626E
Long Hồ District-2259.jpeg,3,0.07072131,0.055682167,0.015039142999999998,10.307601515242386N,105.96739471479646E
Thanh Liêm District-337.jpeg,3,0.04077108,0.025736565,0.015034515000000002,20.415411209634446N,105.90169259057785E
Hiệp Hòa District-1038.jpeg,3,0.04418671,0.029152386,0.015034323999999998,21.313341879268485N,106.02957031692428E
Yên Mỹ District-20.jpeg,3,0.051069763,0.036036495,0.015033267999999995,20.845105273370518N,106.02483781896191E
Hung Yen City-524.jpeg,3,0.06346541,0.04843234,0.015033070000000003,20.663731610287673N,106.04608267425627E
Thanh Liêm District-731.jpeg,3,0.08320342,0.09823542,0.015032000000000004,20.439665611366852N,105.98222377550239E
