image,pred,lon,lat
Long Hồ District-198.jpeg,0.96502596,10.15399030427507N,105.98382565814235E
Tây Ninh City-80.jpeg,0.96498626,11.307051037555455N,106.10588598493464E
Châu Thành District-677.jpeg,0.9649163,10.273176471933965N,106.26218609043302E
Thái Bình-628.jpeg,0.96491355,20.471587044326956N,106.37809383630838E
Tam Điệp-549.jpeg,0.9648779,20.15203467602668N,105.92684074811659E
Binh Minh Town-799.jpeg,0.96486235,10.066585475324505N,105.85153137621411E
Sa Đéc City-345.jpeg,0.9648546,10.31118507309466N,105.7381231385757E
Châu Thành District-583.jpeg,0.9648323,10.270481538408221N,106.26218609043302E
Go Cong Town-508.jpeg,0.96480435,10.395389407218614N,106.69503266981603E
Trà Vinh City-441.jpeg,0.96480256,9.960743574719407N,106.31534904879615E
Trà Vinh City-196.jpeg,0.9647946,9.91762463830755N,106.34271004660732E
Cai Lậy Town-688.jpeg,0.9647552,10.414062840748924N,106.09639896608768E
Mỹ Tho-680.jpeg,0.96468484,10.377219273688445N,106.34370720788299E
Thanh Liêm District-1678.jpeg,0.9646427,20.49625921540915N,105.89018813558863E
Trà Vinh City-147.jpeg,0.964614,9.912234771256069N,106.31808514857725E
Trà Vinh City-431.jpeg,0.9646087,9.958048641193665N,106.35091834595066E
Bac Giang City-42.jpeg,0.9645596,21.234885874069185N,106.19383801958705E
Mỹ Tho-95.jpeg,0.9645582,10.334100337276558N,106.35192605293905E
Tam Điệp-919.jpeg,0.96453774,20.170899210707425N,105.94406570916391E
Châu Thành District-576.jpeg,0.96451235,10.270481538408221N,106.24301318852424E
Yên Mỹ District-883.jpeg,0.96448565,20.912478611516228N,106.03637638993158E
Go Cong Town-555.jpeg,0.96446335,10.400779274270102N,106.6758524676256E
Go Cong Town-966.jpeg,0.9644612,10.433118476579022N,106.68407255427864E
Go Cong Town-173.jpeg,0.96441597,10.360355271383954N,106.6922926409317E
Tam Điệp-623.jpeg,0.96439916,20.157424543078324N,105.87229503813346E
Chau Doc City-1104.jpeg,0.9643944,10.7065647431323N,105.09876538175307E
Long Hồ District-1234.jpeg,0.9643561,10.213278841841394N,105.95096377145056E
Long Xuyen City-1165.jpeg,0.9643405,10.412212410672934N,105.43310794375199E
Sa Đéc City-388.jpeg,0.96432954,10.316574940146145N,105.74908020691991E
Hiệp Hòa District-229.jpeg,0.9643118,21.259443208751826N,105.97749435372745E
Long Hồ District-1562.jpeg,0.96430856,10.242923110624565N,105.92631735643175E
Vĩnh Long-320.jpeg,0.9642081,10.251692338402854N,105.98566920975819E
Yên Mỹ District-1137.jpeg,0.96420425,20.955597547929486N,106.03060710444676E
Cao Lanh City-760.jpeg,0.9641978,10.462138340187751N,105.6276487312268E
Duy Tiên District-635.jpeg,0.9641915,20.632173377902586N,105.99936706016202E
Cao Lanh City-1077.jpeg,0.96417975,10.48908767544519N,105.63312968269555E
Vĩnh Long-395.jpeg,0.96416235,10.257082205454338N,105.95828257437636E
Bac Giang City-233.jpeg,0.9641503,21.259140275801677N,106.21118950702069E
Cao Lanh City-145.jpeg,0.9640963,10.419019403775858N,105.6440915856331E
Cao Lanh City-729.jpeg,0.9640857,10.45944340666201N,105.6276487312268E
Long Hồ District-1991.jpeg,0.96407384,10.286042047036446N,105.9810871675847E
Long Hồ District-786.jpeg,0.9640666,10.183634573058232N,105.92631735643175E
Duy Tiên District-913.jpeg,0.96405745,20.648342979057535N,105.95905252570155E
Hoa Lư District-135.jpeg,0.9640376,20.200686707842156N,105.92485544577856E
Cao Lanh City-943.jpeg,0.96396196,10.478307941342212N,105.63587015842995E
Bến Tre City-828.jpeg,0.96392155,10.270449341857722N,106.35980061371586E
Long Hồ District-981.jpeg,0.96391654,10.194414307161201N,105.92631735643175E
Tây Ninh City-388.jpeg,0.96391296,11.336695306338685N,106.12237901770331E
Long Xuyen City-1188.jpeg,0.96390533,10.414907344198678N,105.42488885578005E
Yên Mỹ District-43.jpeg,0.9638906,20.847800206896345N,106.04791496090124E
Tây Ninh City-460.jpeg,0.9638724,11.342085173390178N,106.15261624444578E
Duy Tiên District-775.jpeg,0.9638576,20.640258178480057N,105.99072823134907E
Binh Minh Town-787.jpeg,0.96383005,10.066585475324505N,105.81868856086925E
Duy Tiên District-1044.jpeg,0.9638253,20.656427779635017N,105.91585838163671E
Châu Thành District-674.jpeg,0.96380204,10.273176471933965N,106.25396913247211E
Long Hồ District-762.jpeg,0.96378607,10.18093963953249N,106.0112105637188E
Mỹ Tho-605.jpeg,0.96377367,10.37182940663696N,106.34918643792035E
Go Cong Town-267.jpeg,0.9637531,10.371135005486924N,106.65393223655084E
Duy Tiên District-1192.jpeg,0.9637223,20.664512580212495N,105.9417748680756E
Trà Vinh City-107.jpeg,0.96367866,9.906844904204586N,106.32355734813949E
Chau Doc City-592.jpeg,0.96367013,10.67153060729762N,105.13716055064552E
Cao Lanh City-268.jpeg,0.9636644,10.427104204353089N,105.63312968269555E
Long Xuyen City-305.jpeg,0.9636496,10.33675427195213N,105.4413270317239E
Long Xuyen City-1051.jpeg,0.96363276,10.401432676569964N,105.41119037582685E
Long Hồ District-108.jpeg,0.9636306,10.148600437223585N,106.00573358260351E
Tam Điệp-672.jpeg,0.96362865,20.160119476604144N,105.87229503813346E
Hiệp Hòa District-1723.jpeg,0.96361727,21.351070948630156N,106.03246342599077E
Long Hồ District-179.jpeg,0.9635733,10.15399030427507N,105.90988641308587E
Long Hồ District-1255.jpeg,0.96353215,10.215973775367138N,105.91810188475881E
Châu Thành District-788.jpeg,0.96353155,10.275871405459705N,106.28957595030268E
Cai Lậy Town-985.jpeg,0.96349186,10.435622308954873N,106.17312373285552E
Go Cong Town-798.jpeg,0.9634912,10.422338742476047N,106.66763238097258E
Mỹ Tho-283.jpeg,0.9634614,10.350269938431016N,106.34370720788299E
Long Xuyen City-666.jpeg,0.9634571,10.369093474261044N,105.39749189587366E
Hiệp Hòa District-315.jpeg,0.9634013,21.26752800932932N,105.97460124466096E
Bac Giang City-785.jpeg,0.9633826,21.30764907926667N,106.16491887386432E
Duy Tiên District-441.jpeg,0.963252,20.62139364379928N,105.99072823134907E
Go Cong Town-73.jpeg,0.9632439,10.34957553728098N,106.66489235208823E
Châu Thành District-1138.jpeg,0.9632272,10.283956206036935N,106.35531161398983E
Tam Điệp-88.jpeg,0.96320397,20.119695473716842N,105.89813247970443E
Duy Tiên District-333.jpeg,0.9631727,20.6133088432218N,106.01376510818362E
Long Hồ District-634.jpeg,0.9631701,10.175549772481006N,105.96739471479646E
Hiệp Hòa District-994.jpeg,0.9631698,21.313341879268485N,105.90227351799868E
Phu Ly City-541.jpeg,0.9631447,20.545109610250236N,105.89554423364706E
Hiệp Hòa District-2236.jpeg,0.96312314,21.391494951517664N,105.97170813559445E
Duy Tiên District-244.jpeg,0.9631113,20.60522404264433N,105.9417748680756E
Long Hồ District-283.jpeg,0.96301013,10.159380171326553N,105.92084037531647E
Sa Đéc City-306.jpeg,0.9629969,10.305795206043175N,105.7381231385757E
