image,pred,lon,lat,found_Anditi
Thanh Liêm District-6212.jpeg,0.0319926443044096,105.89018813558863N,20.488174414831512E,[]
Tam Điệp-4227.jpeg,0.0319906179793179,105.84358676972127N,20.18033147804769E,[]
Yên Mỹ District-2469.jpeg,0.0319843678735196,106.00320299839402N,20.894961543598264E,[]
Thanh Liêm District-6112.jpeg,0.0319796907715499,105.87436950997845N,20.4868269480686E,[]
Thanh Liêm District-4334.jpeg,0.0319749617483466,105.88875007871496N,20.461225079573314E,[]
Hiệp Hòa District-4848.jpeg,0.0319739491678774,105.91673906333112N,21.325469080134603E,[]
Chau Doc City-3948.jpeg,0.031973261386156,105.14264557477303N,10.69713247579225E,[]
Thanh Liêm District-6113.jpeg,0.0319731526542454,105.87580756685209N,20.4868269480686E,[]
Hoa Lư District-1456.jpeg,0.0319602198433131,105.91480178152251N,20.22089870928575E,[]
Bac Giang City-505.jpeg,0.031956443330273,106.20395972058999N,21.24836054169831E,[]
Duy Tiên District-4682.jpeg,0.0319533627480268,105.97345057372313N,20.66316511344944E,[]
Tam Điệp-4141.jpeg,0.031952939229086,105.85219925024494N,20.178984011284783E,[]
Hiệp Hòa District-5044.jpeg,0.0319446071516722,105.91673906333112N,21.328164013660434E,[]
Yên Mỹ District-3201.jpeg,0.0319414695259183,106.03781871130316N,20.907088744464478E,[]
Thanh Liêm District-5757.jpeg,0.0319310913328081,105.89306424933591N,20.481437081016963E,[]
Thái Bình-1349.jpeg,0.0319310701452195,106.38384635113702N,20.445985175831574E,[]
Hoa Lư District-202.jpeg,0.0319306880701333,105.94639901204157N,20.191254440501755E,[]
Phu Ly City-1626.jpeg,0.0319304158911109,105.92720178289618N,20.535677342909782E,[]
Bac Giang City-893.jpeg,0.0319291683845222,106.1678107884366N,21.259140275801617E,[]
Hiệp Hòa District-1199.jpeg,0.0319263080600649,105.98906678999342N,21.26618054256636E,[]
Thanh Liêm District-7246.jpeg,0.0319243923295289,105.97071932051318N,20.504344015986433E,[]
Hoa Lư District-4056.jpeg,0.0319240931421518,105.89469445301039N,20.29366191448283E,[]
Hoa Lư District-264.jpeg,0.0319229734595865,105.92341920802768N,20.193949374027575E,[]
Duy Tiên District-2413.jpeg,0.0319214975461363,105.99504764575553N,20.630825911139574E,[]
Hung Yen City-1720.jpeg,0.0319213776383549,106.0360021494358N,20.651604409421388E,[]
Tam Điệp-1065.jpeg,0.0319195094052702,105.87229503813344N,20.133170141345904E,[]
Thanh Liêm District-4827.jpeg,0.0319170276634395,105.92613955742995N,20.467962413387863E,[]
Phu Ly City-3354.jpeg,0.0319169538561254,105.90561709022639N,20.566669078456727E,[]
Long Xuyen City-1582.jpeg,0.0319106536917388,105.43721748773795N,10.344839072529387E,[]
Hoa Lư District-22.jpeg,0.0319043605122715,105.9406540610381N,20.176432306109767E,[]
Sa Đéc City-2975.jpeg,0.0319041626062244,105.72031790251641N,10.378558411238307E,[]
Mỹ Hào District-3349.jpeg,0.0318990645464509,106.1440218696824N,20.955445478579687E,[]
Bac Giang City-444.jpeg,0.031897542765364,106.172148660295N,21.24701307493539E,[]
Tam Điệp-4484.jpeg,0.0318947227206081,105.88521375891894N,20.184373878336416E,[]
Yên Mỹ District-3021.jpeg,0.0318923955783247,105.99599139153793N,20.90439381093865E,[]
Phu Ly City-1175.jpeg,0.0318870341870933,105.88691035657921N,20.528940009095233E,[]
Hoa Lư District-5068.jpeg,0.031886302633211,105.91623801927338N,20.31926378297811E,[]
Binh Minh Town-2017.jpeg,0.0318856821395456,105.83647841918126N,10.040983606829998E,[]
Hoa Lư District-5183.jpeg,0.0318856278900057,105.9406540610381N,20.324653650029738E,[]
Yên Mỹ District-2527.jpeg,0.0318846830632537,105.97002960685604N,20.89630901036118E,[]
Mỹ Hào District-866.jpeg,0.0318832893390208,106.1440218696824N,20.90963160864066E,[]
Tam Điệp-4448.jpeg,0.031869278056547,105.92971157495782N,20.183026411573508E,[]
Go Cong Town-2809.jpeg,0.0318685604725033,106.64160210657127N,10.415601408661741E,[]
Thanh Liêm District-815.jpeg,0.0318685555830597,105.89306424933591N,20.403284008768185E,[]
Tam Điệp-2740.jpeg,0.031868158839643,105.94406570916391N,20.16011947660407E,[]
Binh Minh Town-4268.jpeg,0.0318679248448461,105.82279391278752N,10.097577210870606E,[]
Cao Lanh City-4383.jpeg,0.0318612621631473,105.57694993014067N,10.491782608970986E,[]
Hoa Lư District-4983.jpeg,0.0318545240443199,105.96507010280283N,20.315221382689376E,[]
Hiệp Hòa District-5560.jpeg,0.0318536388222128,105.9225252814641N,21.334901347475004E,[]
Phu Ly City-3148.jpeg,0.0318531214725226,105.89410525413581N,20.562626678167998E,[]
Binh Minh Town-3509.jpeg,0.0318525128532201,105.83784686982062N,10.076017742664664E,[]
Hung Yen City-2452.jpeg,0.0318505943287164,106.05760327405113N,20.675858811153795E,[]
Thanh Liêm District-759.jpeg,0.0318503233138471,105.88875007871496N,20.40193654200528E,[]
Hoa Lư District-140.jpeg,0.0318459765985608,105.93203663453288N,20.188559506975942E,[]
Hiệp Hòa District-6905.jpeg,0.0318410771433264,105.96592191746147N,21.3524184153929E,[]
Hoa Lư District-54.jpeg,0.0318367385771125,105.94209029878895N,20.180474706398492E,[]
Tam Điệp-3003.jpeg,0.031836356036365,105.86511797103043N,20.16416187689279E,[]
Thanh Liêm District-347.jpeg,0.0318355842027813,105.90744481807246N,20.38576694085036E,[]
Binh Minh Town-2144.jpeg,0.0318337876815348,105.82553081406625N,10.043678540355744E,[]
Tam Điệp-3595.jpeg,0.0318332472816109,105.90530954680744N,20.17089921070733E,[]
Hoa Lư District-4959.jpeg,0.0318319106008857,105.93060039678204N,20.315221382689376E,[]
Tây Ninh City-2022.jpeg,0.0318279529456049,106.10313714613972N,11.347475040441713E,[]
Tam Điệp-2204.jpeg,0.0318249594420194,105.85650549050675N,20.15338214278953E,[]
Châu Thành District-2346.jpeg,0.0318237179890275,106.28820645730995N,10.27048153840824E,[]
Yên Mỹ District-4457.jpeg,0.0318234791047871,106.02339549759104N,20.943470347063112E,[]
Hiệp Hòa District-8796.jpeg,0.031823119148612,105.96592191746147N,21.387452551228694E,[]
Tam Điệp-3594.jpeg,0.0318198034074157,105.90387413338686N,20.17089921070733E,[]
Hoa Lư District-4947.jpeg,0.0318196034058928,105.91336554377165N,20.315221382689376E,[]
Duy Tiên District-833.jpeg,0.0318186811637133,105.92305740564751N,20.601181642355538E,[]
Binh Minh Town-3293.jpeg,0.0318186273798346,105.81047785703313N,10.070627875613173E,[]
Yên Mỹ District-151.jpeg,0.031810037093237,106.02195317621977N,20.847800206896334E,[]
Tam Điệp-5055.jpeg,0.0318097281269729,105.89095541260134N,20.20593334654296E,[]
Tam Điệp-3028.jpeg,0.0318070440553128,105.90100330654563N,20.16416187689279E,[]
Hoa Lư District-4988.jpeg,0.0318063762970268,105.91192930602078N,20.316568849452285E,[]
Thanh Liêm District-1842.jpeg,0.0318044151645153,105.88012173747305N,20.424843476974743E,[]
Binh Minh Town-2989.jpeg,0.0318019466940313,105.80500405447562N,10.062543075035945E,[]
Yên Mỹ District-3358.jpeg,0.0317998896352946,106.05079960364408N,20.909783677990298E,[]
Tam Điệp-1933.jpeg,0.0317977766972035,105.83640970261825N,20.149339742500807E,[]
Long Hồ District-1028.jpeg,0.0317965147551149,105.90714792252824N,10.158032704563702E,[]
Duy Tiên District-5206.jpeg,0.0317874785978347,106.0324825706117N,20.67124991402691E,[]
Tây Ninh City-1192.jpeg,0.0317850494757294,106.0728999193974N,11.329957972524337E,[]
Tam Điệp-5068.jpeg,0.0317833938170224,105.88808458576018N,20.207280813305864E,[]
Hoa Lư District-3382.jpeg,0.0317830063868314,105.89756692851209N,20.280187246853743E,[]
Duy Tiên District-2630.jpeg,0.0317806720267981,106.03392237541387N,20.633520844665398E,[]
Hoa Lư District-3644.jpeg,0.0317778084427118,105.91480178152251N,20.285577113905376E,[]
Sa Đéc City-2821.jpeg,0.0317774934228509,105.7394927721189N,10.3691261438982E,[]
Duy Tiên District-5839.jpeg,0.0317749674431979,105.99360784095339N,20.69011444870766E,[]
Duy Tiên District-5324.jpeg,0.0317703124601393,106.00656608417283N,20.67394484755273E,[]
Tam Điệp-2788.jpeg,0.0317682670429348,105.86655338445102N,20.16146694336698E,[]
Hoa Lư District-239.jpeg,0.0317665236070752,105.95501643854675N,20.192601907264667E,[]
Chau Doc City-3436.jpeg,0.0317655482795089,105.1015078938168N,10.689047675215011E,[]
Thanh Liêm District-3856.jpeg,0.031762195052579,105.8815597943467N,20.45448774575876E,[]
Hoa Lư District-98.jpeg,0.0317578436806798,105.94639901204157N,20.184517106687217E,[]
Chau Doc City-2726.jpeg,0.0317527016159147,105.0960228696893N,10.678267941112024E,[]
Tây Ninh City-915.jpeg,0.0317502538673579,106.09489062975544N,11.323220638709966E,[]
Phu Ly City-4185.jpeg,0.0317495798226445,105.95885933214524N,20.588228546663295E,[]
Tam Điệp-2265.jpeg,0.0317473565228283,105.94406570916391N,20.15338214278953E,[]
Hoa Lư District-4814.jpeg,0.0317444228567183,105.9191104947751N,20.311178982400655E,[]
Binh Minh Town-2987.jpeg,0.031742496183142,105.80226715319684N,10.062543075035945E,[]
Cao Lanh City-1708.jpeg,0.0317389764823019,105.57694993014067N,10.437883938456077E,[]
Binh Minh Town-3364.jpeg,0.0317364025395363,105.84058377109939N,10.071975342376048E,[]
Hoa Lư District-32.jpeg,0.0317344474606215,105.9406540610381N,20.177779772872675E,[]
Yên Mỹ District-36.jpeg,0.031734217191115,106.04503031815923N,20.841062873081764E,[]
Chau Doc City-2784.jpeg,0.0317337773740291,105.05214267666935N,10.679615407874897E,[]
Hung Yen City-1573.jpeg,0.0317303109914064,106.03456207446143N,20.647562009132667E,[]
Phu Ly City-398.jpeg,0.0317265130579471,105.95598137312261N,20.51411787470322E,[]
Thanh Liêm District-6848.jpeg,0.0317217009142041,105.98366183237607N,20.49760668217188E,[]
Tam Điệp-1373.jpeg,0.0317193288356065,105.90674496022807N,20.138560008397537E,[]
Yên Mỹ District-2770.jpeg,0.0317192326765507,105.9729142495985N,20.900351410649918E,[]
Hiệp Hòa District-9472.jpeg,0.0317166021559387,105.963028808395N,21.404969619146602E,[]
Hoa Lư District-4318.jpeg,0.0317091788165271,105.9061843550173N,20.299051781534466E,[]
Yên Mỹ District-1216.jpeg,0.0317084060516208,105.99743371290913N,20.874749542154575E,[]
Thái Bình-1334.jpeg,0.0317083073314279,106.36227442052956N,20.445985175831574E,[]
Tam Điệp-3385.jpeg,0.031707375543192,105.92827616153721N,20.16820427718152E,[]
Bac Giang City-3170.jpeg,0.0317021608352661,106.20395972058999N,21.307649079266554E,[]
Thanh Liêm District-5164.jpeg,0.0317008446436375,105.87149339623113N,20.473352280439503E,[]
Tam Điệp-1491.jpeg,0.031700768508017,105.86655338445102N,20.141254941923357E,[]
Hiệp Hòa District-12.jpeg,0.031700566643849,105.96592191746147N,21.225756539678912E,[]
Yên Mỹ District-3667.jpeg,0.0316997424233704,105.98877978468185N,20.916521011804864E,[]
Duy Tiên District-4781.jpeg,0.0316965742968022,105.98640881694259N,20.66451258021235E,[]
Tam Điệp-3893.jpeg,0.0316913309507072,105.8966970662838N,20.174941610996054E,[]
Hoa Lư District-5160.jpeg,0.0316874540876597,105.93490911003464N,20.323306183266826E,[]
Hiệp Hòa District-1663.jpeg,0.0316868424415588,105.99919267172614N,21.27426534314384E,[]
Hoa Lư District-4831.jpeg,0.0316864980850368,105.94352653653984N,20.311178982400655E,[]
Tam Điệp-4521.jpeg,0.031685996800661,105.82923263551518N,20.185721345099335E,[]
Long Xuyen City-3523.jpeg,0.0316837886348366,105.37420447995319N,10.38661054217843E,[]
Thanh Liêm District-6792.jpeg,0.0316812056116759,105.8945023062096N,20.49760668217188E,[]
Tam Điệp-2636.jpeg,0.031674740370363,105.93688864206084N,20.158772009841154E,[]
Yên Mỹ District-54.jpeg,0.0316690106410533,106.04503031815923N,20.842410339844683E,[]
Thanh Liêm District-7026.jpeg,0.0316685969009995,105.88012173747305N,20.501649082460613E,[]
Mỹ Hào District-550.jpeg,0.0316681612748652,106.11084175426323N,20.90154680806318E,[]
Binh Minh Town-3542.jpeg,0.0316657347138971,105.81732011023N,10.077365209427533E,[]
Hung Yen City-3135.jpeg,0.0316641537938267,106.06336357394854N,20.69741827936038E,[]
Cai Lậy Town-4239.jpeg,0.0316631980240345,106.16490322213039N,10.441012176006414E,[]
Hoa Lư District-4637.jpeg,0.031662886030972,105.95645267629762N,20.30578911534901E,[]
Thanh Liêm District-5961.jpeg,0.0316612862516194,105.91894927306168N,20.484132014542784E,[]
Tây Ninh City-5605.jpeg,0.0316599553916603,106.10451156553712N,11.40811104477109E,[]
Hoa Lư District-4139.jpeg,0.0316593628376722,105.9191104947751N,20.295009381245738E,[]
Thái Bình-3111.jpeg,0.0316560084465891,106.3766557076012N,20.49045157900761E,[]
Thanh Liêm District-2897.jpeg,0.0316496607847511,105.89018813558863N,20.441013078129664E,[]
Binh Minh Town-2286.jpeg,0.0316484838258475,105.83374151790251N,10.046373473881486E,[]
Hoa Lư District-1579.jpeg,0.0316455638967454,105.91623801927338N,20.223593642811572E,[]
Tam Điệp-4303.jpeg,0.0316429289523512,105.83066804893582N,20.181678944810603E,[]
Yên Mỹ District-1080.jpeg,0.0316406812053173,106.01618389073495N,20.87205460862875E,[]
Tam Điệp-3019.jpeg,0.0316355805844068,105.88808458576018N,20.16416187689279E,[]
Mỹ Hào District-3566.jpeg,0.0316318480763584,106.12238266397425N,20.959487878868423E,[]
Thanh Liêm District-7245.jpeg,0.0316316448152065,105.9692812636395N,20.504344015986433E,[]
Hoa Lư District-3865.jpeg,0.0316313141956925,105.92054673252596N,20.2896195141941E,[]
Binh Minh Town-2933.jpeg,0.0316310136113315,105.79816180127872N,10.061195608273072E,[]
Binh Minh Town-3098.jpeg,0.0316304028965532,105.81595165959065N,10.065238008561684E,[]
Tam Điệp-2356.jpeg,0.031629460863769,105.94406570916391N,20.15472960955243E,[]
Hoa Lư District-3938.jpeg,0.0316272401250898,105.92054673252596N,20.290966980957013E,[]
Tam Điệp-1801.jpeg,0.0316256489604711,105.87229503813344N,20.146644808974987E,[]
Hoa Lư District-3581.jpeg,0.0316215031780302,105.9191104947751N,20.284229647142467E,[]
Thái Bình-1464.jpeg,0.03161933994852,106.35364564828656N,20.44868010935739E,[]
Binh Minh Town-1868.jpeg,0.0316183015238493,105.81458320895123N,10.038288673304255E,[]
Duy Tiên District-4779.jpeg,0.0316174910403788,105.98352920733824N,20.66451258021235E,[]
Yên Mỹ District-2473.jpeg,0.0316091908607631,106.00897228387889N,20.894961543598264E,[]
Hoa Lư District-66.jpeg,0.031604188028723,105.94209029878895N,20.181822173161397E,[]
Tam Điệp-3384.jpeg,0.0316008415538817,105.92684074811658N,20.16820427718152E,[]
Hiệp Hòa District-8006.jpeg,0.0315986743662506,105.96013569932848N,21.369935483310798E,[]
Yên Mỹ District-255.jpeg,0.0315952401142567,106.06954978146989N,20.850495140422154E,[]
Yên Mỹ District-2649.jpeg,0.0315905311144888,106.02916478307586N,20.897656477124087E,[]
Hiệp Hòa District-1427.jpeg,0.0315778355579823,105.99629956265962N,21.270222942855092E,[]
Duy Tiên District-941.jpeg,0.0315759871155023,105.95905252570155N,20.60387657588136E,[]
Duy Tiên District-5807.jpeg,0.0315706813707947,105.99072823134907N,20.688766981944756E,[]
Tam Điệp-3515.jpeg,0.0315705162938684,105.95124277626695N,20.16955174394442E,[]
Yên Mỹ District-119.jpeg,0.0315653232391923,106.02195317621977N,20.846452740133422E,[]
Hiệp Hòa District-5990.jpeg,0.0315597779117524,105.9283114995971N,21.340291214526662E,[]
Yên Mỹ District-2557.jpeg,0.031556807924062,106.01329924799252N,20.89630901036118E,[]
Long Xuyen City-2706.jpeg,0.0315536640118807,105.4536556636818N,10.369093474261087E,[]
Hiệp Hòa District-3931.jpeg,0.0315528870560228,105.91095284519815N,21.311994412505456E,[]
Hoa Lư District-4769.jpeg,0.0315511140506714,105.92485544577856N,20.309831515637743E,[]
Tây Ninh City-1272.jpeg,0.0315472027286887,106.0990138879476N,11.331305439287211E,[]
Tam Điệp-2421.jpeg,0.0315432811621576,105.90387413338686N,20.156077076315338E,[]
Hoa Lư District-4001.jpeg,0.0315424222499132,105.91192930602078N,20.29231444771992E,[]
Long Hồ District-3480.jpeg,0.0315413102507591,105.93590207338352N,10.18767697334688E,[]
Phu Ly City-2585.jpeg,0.0315365188289433,105.93583565996408N,20.55184694406471E,[]
Duy Tiên District-5382.jpeg,0.0315289380960166,105.99504764575553N,20.675292314315648E,[]
Thanh Liêm District-6539.jpeg,0.0315263755619525,105.87868368059941N,20.49356428188315E,[]
Long Xuyen City-3415.jpeg,0.0315241427160799,105.41119037582685N,10.383915608652682E,[]
Tam Điệp-4658.jpeg,0.0315236921887844,105.89095541260134N,20.188416278625144E,[]
Hoa Lư District-3073.jpeg,0.0315217932220548,105.93347287228377N,20.270754979513388E,[]
Duy Tiên District-4684.jpeg,0.0315199492033571,105.97633018332745N,20.66316511344944E,[]
Hiệp Hòa District-5468.jpeg,0.0315186504740268,105.9413304903963N,21.333553880712092E,[]
Long Hồ District-632.jpeg,0.0315161803737282,105.9057786772494N,10.15264283751221E,[]
Hiệp Hòa District-8750.jpeg,0.0315145628992468,105.9847271263937N,21.38610508446578E,[]
Thái Bình-1600.jpeg,0.0315087107010185,106.36083629182238N,20.451375042883214E,[]
Tây Ninh City-2943.jpeg,0.0315071539953351,106.1251278564978N,11.363644641596215E,[]
Hoa Lư District-242.jpeg,0.0315065728500485,105.95932515179935N,20.192601907264667E,[]
Duy Tiên District-2508.jpeg,0.0315059809945523,105.99504764575553N,20.632173377902483E,[]
Thanh Liêm District-364.jpeg,0.0315059788990765,105.8945023062096N,20.387114407613268E,[]
Thái Bình-2791.jpeg,0.0315058580599725,106.33638810380059N,20.481019311667236E,[]
Hoa Lư District-198.jpeg,0.0315055092796683,105.9406540610381N,20.191254440501755E,[]
Duy Tiên District-5132.jpeg,0.0315049241762608,106.02816315620521N,20.669902447263993E,[]
Tam Điệp-2117.jpeg,0.0314932465553283,105.85937631734801N,20.15203467602662E,[]
Tam Điệp-1344.jpeg,0.0314931008033454,105.86511797103043N,20.138560008397537E,[]
Thanh Liêm District-3662.jpeg,0.0314893266186118,105.88443590809402N,20.45179281223294E,[]
Tây Ninh City-5015.jpeg,0.0314874756149947,106.10038830734497N,11.39733131066809E,[]
Tam Điệp-3286.jpeg,0.0314870753791183,105.94980736284634N,20.166856810418608E,[]
Duy Tiên District-4268.jpeg,0.0314865689724683,106.0296029610074N,20.656427779634885E,[]
Long Hồ District-1121.jpeg,0.0314857487101107,105.88934773390353N,10.15938017132657E,[]
Yên Mỹ District-3152.jpeg,0.0314808737020939,105.96714496411361N,20.907088744464478E,[]
Hoa Lư District-3789.jpeg,0.0314783516805619,105.9191104947751N,20.288272047431196E,[]
Tam Điệp-4475.jpeg,0.0314774985890835,105.87229503813344N,20.184373878336416E,[]
Hoa Lư District-127.jpeg,0.0314712633844465,105.9406540610381N,20.18721204021303E,[]
Binh Minh Town-3738.jpeg,0.0314706705976277,105.82416236342688N,10.082755076479017E,[]
Duy Tiên District-935.jpeg,0.0314675271511077,105.95041369688856N,20.60387657588136E,[]
Tam Điệp-4049.jpeg,0.031466354150325,105.85219925024494N,20.177636544521878E,[]
Yên Mỹ District-1051.jpeg,0.0314645550679415,106.07676138832596N,20.870707141865832E,[]
Thái Bình-2509.jpeg,0.0314618875272572,106.3478931334579N,20.472934511089775E,[]
Hoa Lư District-3942.jpeg,0.0314608188346028,105.92629168352944N,20.290966980957013E,[]
Duy Tiên District-3012.jpeg,0.0314526583533734,105.89858072401081N,20.640258178479957E,[]
Tam Điệp-4536.jpeg,0.0314506106078624,105.87085962471284N,20.185721345099335E,[]
Phu Ly City-4341.jpeg,0.0314500071108341,105.92288484436223N,20.600355747529495E,[]
Tam Điệp-838.jpeg,0.031449917005375,105.9627260836318N,20.127780274294267E,[]
Sa Đéc City-1888.jpeg,0.0314457134809345,105.72031790251641N,10.3300496077749E,[]
Hiệp Hòa District-2081.jpeg,0.0314443151000887,106.01510477159182N,21.281002676958412E,[]
Hoa Lư District-3626.jpeg,0.0314409036654979,105.88894950200691N,20.285577113905376E,[]
Phu Ly City-3278.jpeg,0.0314405711833387,105.99483381992825N,20.56397414493091E,[]
Hoa Lư District-4863.jpeg,0.0314335273578763,105.92198297027683N,20.312526449163567E,[]
Mỹ Hào District-190.jpeg,0.0314323706552386,106.11516959540486N,20.889419607196963E,[]
Chau Doc City-3682.jpeg,0.0314322218764573,105.09876538175307N,10.693090075503628E,[]
Hiệp Hòa District-5665.jpeg,0.0314314139541238,105.92107872693089N,21.336248814237923E,[]
Phu Ly City-2277.jpeg,0.0314276460558176,105.9200068853396N,20.546457077013063E,[]
Hoa Lư District-51.jpeg,0.0314232450909912,105.93778158553636N,20.180474706398492E,[]
Sa Đéc City-2942.jpeg,0.031420808751136,105.73264460440373N,10.375863477712564E,[]
Tam Điệp-5039.jpeg,0.0314070095773786,105.89239082602198N,20.204585879780048E,[]
Thanh Liêm District-5266.jpeg,0.0314032409805804,105.87868368059941N,20.474699747202408E,[]
Binh Minh Town-3600.jpeg,0.0314015001058578,105.83100461662376N,10.078712676190406E,[]
Hung Yen City-1574.jpeg,0.0313920588232576,106.0360021494358N,20.647562009132667E,[]
Bac Giang City-2881.jpeg,0.0313898492604494,106.18950014772867N,21.29956427868906E,[]
Tam Điệp-3821.jpeg,0.0313885677605867,105.93258240179902N,20.173594144233146E,[]
Yên Mỹ District-2336.jpeg,0.0313800021540373,106.04503031815923N,20.89226661007244E,[]
Tam Điệp-4709.jpeg,0.0313761672005057,105.90387413338686N,20.189763745388053E,[]
Tam Điệp-239.jpeg,0.0313758529955521,105.95985525679063N,20.115653073428092E,[]
Mỹ Hào District-2879.jpeg,0.0313706703018397,106.09641561712445N,20.948708144765128E,[]
Tam Điệp-3235.jpeg,0.0313688300084322,105.87660127839526N,20.166856810418608E,[]
Thanh Liêm District-867.jpeg,0.0313685878645628,105.89018813558863N,20.404631475531097E,[]
Thanh Liêm District-6024.jpeg,0.0313671638723462,105.87724562372574N,20.48547948130569E,[]
Yên Mỹ District-1446.jpeg,0.0313595605548471,105.98445282056821N,20.878791942443318E,[]
Thanh Liêm District-314.jpeg,0.031357423402369,105.89594036308324N,20.38441947408745E,[]
Yên Mỹ District-2639.jpeg,0.0313539572525769,106.01474156936374N,20.897656477124087E,[]
Hoa Lư District-4190.jpeg,0.031353430589661,105.90043940401387N,20.296356848008656E,[]
Binh Minh Town-3212.jpeg,0.0313524336088448,105.83510996854186N,10.06793294208743E,[]
Tam Điệp-3290.jpeg,0.0313498270697891,105.95554901652879N,20.166856810418608E,[]
Hoa Lư District-4974.jpeg,0.0313461427576839,105.95214396304503N,20.315221382689376E,[]
Mỹ Hào District-3350.jpeg,0.0313401175662875,106.14546448339627N,20.955445478579687E,[]
Tam Điệp-4442.jpeg,0.0313377575948834,105.92109909443417N,20.183026411573508E,[]
Hiệp Hòa District-2991.jpeg,0.031331471633166,105.96881502652796N,21.297172278113386E,[]
Hoa Lư District-1025.jpeg,0.0313296504318714,105.96363386505196N,20.210118975182482E,[]
Yên Mỹ District-3200.jpeg,0.0313258229289203,106.03637638993193N,20.907088744464478E,[]
Bac Giang City-2990.jpeg,0.0313233043998479,106.19528397687321N,21.302259212214892E,[]
Hoa Lư District-5201.jpeg,0.0313229544553905,105.93347287228377N,20.327348583555565E,[]
Phu Ly City-2172.jpeg,0.0313229497987777,105.87971545902262N,20.545109610250154E,[]
Long Hồ District-4865.jpeg,0.0313178462674841,105.94548679033528N,10.211931375078578E,[]
Hoa Lư District-269.jpeg,0.0313128514681011,105.93060039678204N,20.193949374027575E,[]
Binh Minh Town-3689.jpeg,0.0313113799784332,105.82142546214814N,10.081407609716146E,[]
Mỹ Hào District-2507.jpeg,0.0313109545968472,106.05602243313591N,20.94331827771347E,[]
Tam Điệp-1172.jpeg,0.0313101988285779,105.9239699212754N,20.134517608108812E,[]
Binh Minh Town-1738.jpeg,0.0313091152347624,105.81595165959065N,10.035593739778509E,[]
Tam Điệp-4901.jpeg,0.031308848876506,105.87660127839526N,20.197848545965503E,[]
Hoa Lư District-3457.jpeg,0.0313076637685298,105.9191104947751N,20.281534713616654E,[]
Hoa Lư District-4585.jpeg,0.031307055382058,105.95932515179935N,20.30444164858611E,[]
Thanh Liêm District-5458.jpeg,0.0313007542863488,105.87580756685209N,20.47739468072824E,[]
Hiệp Hòa District-5349.jpeg,0.031298576388508,105.91963217239763N,21.332206413949176E,[]
Ninh Bình-1418.jpeg,0.0312942434102296,105.94716528839054N,20.250959742820164E,[]
Tam Điệp-3780.jpeg,0.0312933851964771,105.8737304515541N,20.173594144233146E,[]
Hoa Lư District-940.jpeg,0.0312907302286475,105.93778158553636N,20.208771508419574E,[]
Tam Điệp-1301.jpeg,0.0312900792341679,105.90818037364869N,20.13721254163463E,[]
Duy Tiên District-4582.jpeg,0.0312890233471989,105.95905252570155N,20.661817646686533E,[]
Hiệp Hòa District-3292.jpeg,0.0312838924583047,105.92107872693089N,21.302562145165048E,[]
Yên Mỹ District-2044.jpeg,0.031279663555324,105.9931067487955N,20.888224209783697E,[]
Hoa Lư District-226.jpeg,0.0312780772801488,105.93634534778548N,20.192601907264667E,[]
Hoa Lư District-5187.jpeg,0.0312774153426289,105.94639901204157N,20.324653650029738E,[]
Tam Điệp-4988.jpeg,0.031273826258257,105.87947210523652N,20.20189094625423E,[]
Hoa Lư District-348.jpeg,0.0312725650146603,105.97081505380626N,20.195296840790487E,[]
Thanh Liêm District-1099.jpeg,0.0312725629191845,105.89594036308324N,20.410021342582734E,[]
Hoa Lư District-253.jpeg,0.0312634555157274,105.97943248031149N,20.192601907264667E,[]
Hoa Lư District-4798.jpeg,0.031258390750736,105.96650634055369N,20.309831515637743E,[]
Duy Tiên District-457.jpeg,0.0312572051770985,105.96193213530586N,20.582317107674786E,[]
Thanh Liêm District-6849.jpeg,0.0312529364600777,105.98509988924968N,20.49760668217188E,[]
Yên Mỹ District-467.jpeg,0.0312506544869393,106.01329924799252N,20.858579940999633E,[]
Phu Ly City-2651.jpeg,0.0312436665408313,105.92288484436223N,20.553194410827626E,[]
Hiệp Hòa District-3827.jpeg,0.0312417997047305,106.02957031692426N,21.30929947897962E,[]
Hoa Lư District-225.jpeg,0.0312412939965724,105.93490911003464N,20.192601907264667E,[]
Trà Vinh City-2252.jpeg,0.0312374106142669,106.37280714419964N,9.972870775585298E,[]
Tam Điệp-2766.jpeg,0.0312318606302142,105.83497428919765N,20.16146694336698E,[]
Hoa Lư District-4815.jpeg,0.0312196125742048,105.92054673252596N,20.311178982400655E,[]
Hiệp Hòa District-7932.jpeg,0.03121810243465,105.95724259026198N,21.368588016547882E,[]
Hiệp Hòa District-4115.jpeg,0.0312101074960082,105.91095284519815N,21.31468934603128E,[]
Binh Minh Town-2941.jpeg,0.0312087177298963,105.80910940639374N,10.061195608273072E,[]
Yên Mỹ District-4160.jpeg,0.0312073645181953,106.04791496090166N,20.927300745908166E,[]
Duy Tiên District-2667.jpeg,0.0312065538018941,105.95185350169072N,20.63486831142831E,[]
Hoa Lư District-4753.jpeg,0.0312059698626399,105.97368752930801N,20.308484048874835E,[]
Tam Điệp-4091.jpeg,0.0312021488789469,105.91248661391052N,20.177636544521878E,[]
Binh Minh Town-2490.jpeg,0.0311965476721525,105.83100461662376N,10.050415874170099E,[]
Binh Minh Town-3062.jpeg,0.03119587758556,105.83510996854186N,10.063890541798811E,[]
Hiệp Hòa District-5475.jpeg,0.0311907120048999,105.95145637212903N,21.333553880712092E,[]
